id,label
503,3
504,2
505,3
506,5
507,1
508,4
509,6
510,5
511,0
512,5
513,0
514,0
515,5
516,6
517,6
518,3
519,1
520,6
521,0
522,3
523,1
524,6
525,4
526,4
527,6
528,0
529,2
530,5
531,2
532,5
533,0
534,3
535,3
536,5
537,6
538,6
539,4
540,3
541,2
542,6
543,3
544,3
545,4
546,0
547,6
548,1
549,4
550,6
551,3
552,4
553,3
554,3
555,2
556,3
557,5
558,2
559,2
560,2
561,3
562,4
563,3
564,4
565,0
566,3
567,6
568,3
569,0
570,0
571,2
572,3
573,5
574,6
575,5
576,5
577,6
578,5
579,0
580,2
581,4
582,6
583,5
584,6
585,3
586,4
587,4
588,0
589,3
590,3
591,0
592,2
593,3
594,2
595,3
596,0
597,3
598,5
599,6
600,2
601,3
602,4
603,6
604,6
605,0
606,2
607,3
608,2
609,3
610,4
611,6
612,5
613,3
614,2
615,2
616,2
617,3
618,0
619,5
620,6
621,3
622,2
623,3
624,6
625,6
626,6
627,4
628,0
629,0
630,2
631,3
632,6
633,3
634,3
635,4
636,2
637,0
638,3
639,5
640,3
641,6
642,2
643,3
644,6
645,0
646,4
647,3
648,3
649,0
650,6
651,5
652,0
653,5
654,0
655,3
656,3
657,6
658,0
659,6
660,6
661,3
662,3
663,2
664,3
665,3
666,3
667,2
668,3
669,4
670,4
671,0
672,2
673,3
674,4
675,3
676,2
677,2
678,6
679,2
680,0
681,3
682,6
683,4
684,3
685,3
686,3
687,4
688,0
689,6
690,3
691,3
692,2
693,5
694,6
695,5
696,2
697,2
698,0
699,5
700,4
701,5
702,6
703,2
704,3
705,0
706,3
707,6
708,3
709,3
710,3
711,3
712,5
713,6
714,0
715,4
716,2
717,4
718,4
719,4
720,3
721,6
722,5
723,4
724,4
725,5
726,0
727,3
728,3
729,3
730,3
731,2
732,6
733,6
734,2
735,6
736,3
737,2
738,3
739,3
740,2
741,3
742,4
743,2
744,0
745,0
746,5
747,3
748,0
749,3
750,0
751,2
752,4
753,2
754,4
755,3
756,3
757,0
758,3
759,3
760,6
761,6
762,6
763,2
764,6
765,5
766,3
767,2
768,2
769,2
770,3
771,3
772,6
773,6
774,2
775,6
776,3
777,4
778,4
779,4
780,3
781,0
782,0
783,3
784,3
785,4
786,2
787,2
788,3
789,4
790,0
791,3
792,6
793,0
794,6
795,6
796,3
797,2
798,0
799,6
800,6
801,0
802,3
803,3
804,3
805,5
806,4
807,0
808,4
809,0
810,4
811,5
812,3
813,0
814,4
815,4
816,3
817,2
818,2
819,4
820,5
821,3
822,3
823,3
824,3
825,0
826,0
827,4
828,4
829,3
830,6
831,4
832,6
833,4
834,2
835,0
836,6
837,4
838,4
839,6
840,4
841,2
842,0
843,0
844,2
845,3
846,3
847,2
848,5
849,4
850,0
851,2
852,0
853,4
854,4
855,4
856,0
857,4
858,6
859,3
860,3
861,0
862,4
863,2
864,3
865,0
866,0
867,2
868,0
869,2
870,3
871,6
872,4
873,2
874,6
875,4
876,3
877,6
878,2
879,0
880,3
881,6
882,4
883,4
884,3
885,0
886,4
887,3
888,3
889,3
890,0
891,0
892,3
893,3
894,2
895,0
896,4
897,0
898,6
899,3
900,0
901,4
902,4
903,4
904,4
905,6
906,6
907,0
908,3
909,2
910,5
911,4
912,4
913,6
914,3
915,6
916,3
917,2
918,5
919,4
920,2
921,3
922,2
923,2
924,4
925,2
926,3
927,5
928,2
929,0
930,3
931,3
932,0
933,4
934,0
935,4
936,2
937,3
938,3
939,2
940,3
941,3
942,4
943,3
944,3
945,4
946,6
947,2
948,3
949,5
950,2
951,4
952,6
953,0
954,4
955,3
956,4
957,2
958,3
959,0
960,3
961,6
962,6
963,4
964,5
965,6
966,6
967,0
968,3
969,5
970,3
971,4
972,5
973,0
974,2
975,6
976,3
977,2
978,4
979,3
980,3
981,6
982,3
983,0
984,3
985,5
986,4
987,0
988,3
989,2
990,3
991,0
992,3
993,4
994,2
995,3
996,6
997,6
998,2
999,4
1000,4
1001,4
1002,3
1003,6
1004,4
1005,5
1006,6
1007,3
1008,0
1009,0
1010,6
1011,2
1012,0
1013,3
1014,3
1015,4
1016,0
1017,3
1018,3
1019,4
1020,2
1021,0
1022,3
1023,3
1024,5
1025,3
1026,3
1027,6
1028,4
1029,0
1030,5
1031,2
1032,0
1033,3
1034,0
1035,4
1036,3
1037,2
1038,0
1039,3
1040,3
1041,6
1042,4
1043,3
1044,6
1045,6
1046,0
1047,4
1048,3
1049,2
1050,0
1051,2
1052,2
1053,0
1054,6
1055,3
1056,2
1057,6
1058,6
1059,3
1060,0
1061,3
1062,0
1063,0
1064,6
1065,6
1066,0
1067,3
1068,2
1069,0
1070,3
1071,4
1072,6
1073,5
1074,3
1075,3
1076,5
1077,5
1078,3
1079,4
1080,4
1081,6
1082,5
1083,6
1084,2
1085,5
1086,3
1087,6
1088,6
1089,6
1090,2
1091,3
1092,3
1093,3
1094,3
1095,2
1096,3
1097,3
1098,0
1099,5
1100,0
1101,2
1102,0
1103,6
1104,5
1105,5
1106,0
1107,0
1108,4
1109,3
1110,3
1111,6
1112,3
1113,3
1114,2
1115,5
1116,3
1117,4
1118,4
1119,2
1120,3
1121,4
1122,6
1123,2
1124,6
1125,4
1126,3
1127,1
1128,0
1129,0
1130,5
1131,6
1132,2
1133,4
1134,4
1135,5
1136,0
1137,4
1138,5
1139,4
1140,6
1141,6
1142,3
1143,6
1144,6
1145,4
1146,6
1147,4
1148,3
1149,0
1150,0
1151,2
1152,3
1153,3
1154,6
1155,6
1156,4
1157,3
1158,3
1159,0
1160,5
1161,2
1162,5
1163,0
1164,3
1165,2
1166,4
1167,5
1168,4
1169,3
1170,6
1171,6
1172,3
1173,4
1174,4
1175,6
1176,2
1177,3
1178,3
1179,3
1180,3
1181,2
1182,3
1183,6
1184,3
1185,3
1186,5
1187,0
1188,2
1189,5
1190,3
1191,6
1192,4
1193,6
1194,6
1195,2
1196,5
1197,0
1198,6
1199,2
1200,3
1201,0
1202,6
1203,2
1204,4
1205,6
1206,6
1207,6
1208,3
1209,3
1210,2
1211,6
1212,3
1213,4
1214,3
1215,4
1216,6
1217,4
1218,2
1219,4
1220,5
1221,2
1222,0
1223,0
1224,5
1225,4
1226,4
1227,4
1228,6
1229,3
1230,3
1231,6
1232,5
1233,4
1234,5
1235,3
1236,4
1237,5
1238,2
1239,4
1240,2
1241,4
1242,5
1243,2
1244,0
1245,5
1246,2
1247,3
1248,3
1249,0
1250,6
1251,2
1252,3
1253,4
1254,2
1255,2
1256,2
1257,2
1258,3
1259,0
1260,2
1261,5
1262,6
1263,0
1264,2
1265,6
1266,6
1267,6
1268,0
1269,2
1270,4
1271,3
1272,3
1273,0
1274,6
1275,2
1276,3
1277,3
1278,3
1279,0
1280,0
1281,2
1282,3
1283,6
1284,5
1285,2
1286,2
1287,0
1288,0
1289,4
1290,1
1291,6
1292,4
1293,4
1294,0
1295,2
1296,5
1297,4
1298,0
1299,3
1300,5
1301,2
1302,6
1303,4
1304,2
1305,2
1306,6
1307,3
1308,3
1309,3
1310,6
1311,6
1312,4
1313,3
1314,6
1315,4
1316,4
1317,0
1318,6
1319,2
1320,4
1321,3
1322,4
1323,4
1324,3
1325,3
1326,3
1327,3
1328,6
1329,4
1330,3
1331,3
1332,3
1333,4
1334,3
1335,3
1336,5
1337,6
1338,3
1339,4
1340,5
1341,0
1342,3
1343,5
1344,0
1345,3
1346,3
1347,6
1348,3
1349,6
1350,4
1351,2
1352,0
1353,4
1354,0
1355,4
1356,6
1357,4
1358,5
1359,4
1360,2
1361,4
1362,3
1363,3
1364,0
1365,5
1366,2
1367,0
1368,0
1369,0
1370,3
1371,4
1372,6
1373,3
1374,6
1375,0
1376,0
1377,6
1378,3
1379,5
1380,4
1381,6
1382,3
1383,3
1384,0
1385,0
1386,3
1387,2
1388,5
1389,3
1390,3
1391,6
1392,3
1393,3
1394,5
1395,3
1396,5
1397,3
1398,0
1399,3
1400,4
1401,3
1402,0
1403,3
1404,6
1405,0
1406,6
1407,3
1408,2
1409,5
1410,6
1411,6
1412,4
1413,5
1414,4
1415,2
1416,3
1417,3
1418,3
1419,3
1420,3
1421,4
1422,4
1423,6
1424,1
1425,0
1426,2
1427,6
1428,3
1429,0
1430,2
1431,6
1432,6
1433,3
1434,2
1435,4
1436,6
1437,0
1438,0
1439,0
1440,6
1441,3
1442,4
1443,6
1444,0
1445,4
1446,2
1447,3
1448,3
1449,5
1450,2
1451,3
1452,0
1453,2
1454,0
1455,4
1456,3
1457,3
1458,5
1459,4
1460,6
1461,3
1462,5
1463,3
1464,3
1465,4
1466,3
1467,6
1468,6
1469,0
1470,4
1471,3
1472,6
1473,6
1474,3
1475,3
1476,3
1477,6
1478,3
1479,6
1480,3
1481,6
1482,2
1483,2
1484,2
1485,6
1486,5
1487,3
1488,2
1489,0
1490,3
1491,3
1492,6
1493,5
1494,6
1495,0
1496,6
1497,6
1498,4
1499,4
1500,2
1501,2
1502,6
1503,2
1504,4
1505,4
1506,6
1507,6
1508,6
1509,6
1510,4
1511,0
1512,3
1513,0
1514,2
1515,0
1516,0
1517,1
1518,6
1519,2
1520,3
1521,6
1522,6
1523,6
1524,2
1525,5
1526,4
1527,4
1528,6
1529,3
1530,0
1531,0
1532,4
1533,4
1534,6
1535,6
1536,6
1537,0
1538,3
1539,5
1540,1
1541,4
1542,0
1543,5
1544,5
1545,3
1546,4
1547,6
1548,3
1549,5
1550,6
1551,3
1552,4
1553,3
1554,3
1555,0
1556,3
1557,5
1558,3
1559,6
1560,6
1561,4
1562,2
1563,0
1564,4
1565,6
1566,4
1567,0
1568,3
1569,5
1570,3
1571,3
1572,4
1573,4
1574,2
1575,0
1576,3
1577,0
1578,1
1579,6
1580,3
1581,3
1582,0
1583,2
1584,0
1585,0
1586,3
1587,6
1588,3
1589,6
1590,4
1591,2
1592,5
1593,4
1594,4
1595,3
1596,0
1597,3
1598,3
1599,3
1600,0
1601,3
1602,4
1603,4
1604,0
1605,6
1606,4
1607,6
1608,4
1609,3
1610,0
1611,5
1612,2
1613,0
1614,0
1615,6
1616,2
1617,3
1618,0
1619,0
1620,4
1621,6
1622,5
1623,3
1624,6
1625,3
1626,6
1627,5
1628,3
1629,6
1630,6
1631,4
1632,2
1633,6
1634,4
1635,0
1636,3
1637,0
1638,3
1639,2
1640,3
1641,6
1642,4
1643,4
1644,0
1645,3
1646,2
1647,3
1648,4
1649,1
1650,3
1651,3
1652,6
1653,3
1654,3
1655,6
1656,3
1657,3
1658,3
1659,6
1660,3
1661,0
1662,4
1663,3
1664,2
1665,5
1666,4
1667,5
1668,5
1669,0
1670,5
1671,6
1672,2
1673,6
1674,5
1675,0
1676,3
1677,4
1678,4
1679,3
1680,3
1681,6
1682,2
1683,3
1684,3
1685,3
1686,3
1687,3
1688,2
1689,5
1690,4
1691,2
1692,2
1693,6
1694,6
1695,6
1696,3
1697,4
1698,3
1699,0
1700,3
1701,6
1702,4
1703,0
1704,3
1705,2
1706,2
1707,0
1708,3
1709,0
1710,2
1711,6
1712,2
1713,3
1714,2
1715,4
1716,5
1717,3
1718,0
1719,2
1720,6
1721,6
1722,6
1723,6
1724,3
1725,2
1726,6
1727,4
1728,2
1729,6
1730,4
1731,6
1732,3
1733,3
1734,6
1735,5
1736,3
1737,6
1738,5
1739,4
1740,3
1741,5
1742,6
1743,5
1744,6
1745,4
1746,4
1747,0
1748,4
1749,0
1750,3
1751,5
1752,6
1753,6
1754,2
1755,2
1756,2
1757,4
1758,6
1759,6
1760,0
1761,4
1762,3
1763,6
1764,6
1765,3
1766,5
1767,3
1768,6
1769,6
1770,3
1771,3
1772,0
1773,4
1774,0
1775,0
1776,2
1777,2
1778,4
1779,3
1780,6
1781,3
1782,6
1783,5
1784,2
1785,6
1786,4
1787,3
1788,3
1789,3
1790,5
1791,3
1792,0
1793,3
1794,2
1795,6
1796,2
1797,3
1798,2
1799,3
1800,5
1801,3
1802,5
1803,0
1804,6
1805,1
1806,4
1807,2
1808,6
1809,0
1810,3
1811,6
1812,6
1813,3
1814,4
1815,6
1816,3
1817,3
1818,3
1819,3
1820,6
1821,4
1822,4
1823,0
1824,2
1825,3
1826,2
1827,2
1828,6
1829,3
1830,2
1831,6
1832,3
1833,2
1834,5
1835,2
1836,4
1837,4
1838,3
1839,6
1840,3
1841,4
1842,0
1843,6
1844,3
1845,0
1846,2
1847,3
1848,2
1849,4
1850,3
1851,3
1852,4
1853,0
1854,2
1855,5
1856,4
1857,3
1858,3
1859,5
1860,4
1861,3
1862,0
1863,0
1864,5
1865,4
1866,3
1867,4
1868,6
1869,3
1870,4
1871,0
1872,0
1873,4
1874,4
1875,2
1876,2
1877,3
1878,6
1879,4
1880,6
1881,4
1882,0
1883,6
1884,3
1885,3
1886,0
1887,2
1888,2
1889,6
1890,3
1891,6
1892,0
1893,0
1894,3
1895,3
1896,2
1897,3
1898,3
1899,3
1900,6
1901,6
1902,6
1903,0
1904,5
1905,4
1906,6
1907,1
1908,3
1909,2
1910,6
1911,2
1912,3
1913,3
1914,6
1915,3
1916,4
1917,3
1918,0
1919,6
1920,4
1921,0
1922,5
1923,3
1924,0
1925,3
1926,0
1927,3
1928,3
1929,6
1930,3
1931,3
1932,4
1933,4
1934,2
1935,3
1936,4
1937,5
1938,0
1939,3
1940,6
1941,6
1942,3
1943,2
1944,3
1945,4
1946,4
1947,4
1948,6
1949,3
1950,3
1951,5
1952,0
1953,6
1954,3
1955,2
1956,4
1957,2
1958,3
1959,3
1960,0
1961,6
1962,2
1963,6
1964,4
1965,2
1966,4
1967,3
1968,4
1969,3
1970,2
1971,3
1972,0
1973,3
1974,6
1975,3
1976,3
1977,3
1978,5
1979,3
1980,0
1981,6
1982,3
1983,6
1984,3
1985,4
1986,4
1987,3
1988,0
1989,2
1990,6
1991,0
1992,3
1993,6
1994,4
1995,3
1996,4
1997,3
1998,0
1999,6
2000,2
2001,0
2002,6
2003,4
2004,4
2005,3
2006,5
2007,2
2008,3
2009,6
2010,3
2011,2
2012,3
2013,5
2014,0
2015,4
2016,5
2017,3
2018,3
2019,3
2020,2
2021,2
2022,0
2023,6
2024,0
2025,5
2026,3
2027,3
2028,3
2029,5
2030,0
2031,0
2032,2
2033,0
2034,3
2035,3
2036,2
2037,3
2038,4
2039,0
2040,5
2041,4
2042,3
2043,2
2044,0
2045,0
2046,2
2047,2
2048,0
2049,2
2050,0
2051,3
2052,0
2053,6
2054,6
2055,2
2056,4
2057,3
2058,2
2059,2
2060,2
2061,2
2062,0
2063,3
2064,6
2065,5
2066,3
2067,3
2068,3
2069,4
2070,2
2071,3
2072,5
2073,3
2074,3
2075,3
2076,3
2077,0
2078,3
2079,5
2080,4
2081,3
2082,6
2083,0
2084,3
2085,3
2086,5
2087,3
2088,0
2089,3
2090,5
2091,5
2092,4
2093,4
2094,3
2095,6
2096,2
2097,3
2098,3
2099,3
2100,2
2101,6
2102,6
2103,3
2104,2
2105,2
2106,5
2107,4
2108,3
2109,0
2110,3
2111,6
2112,4
2113,0
2114,3
2115,6
2116,6
2117,4
2118,3
2119,3
2120,3
2121,3
2122,6
2123,3
2124,0
2125,4
2126,3
2127,0
2128,0
2129,5
2130,6
2131,3
2132,4
2133,6
2134,0
2135,0
2136,3
2137,2
2138,2
2139,4
2140,5
2141,6
2142,4
2143,3
2144,2
2145,3
2146,4
2147,4
2148,3
2149,3
2150,0
2151,6
2152,3
2153,3
2154,5
2155,5
2156,2
2157,5
2158,0
2159,5
2160,2
2161,6
2162,3
2163,4
2164,0
2165,3
2166,2
2167,6
2168,3
2169,0
2170,3
2171,3
2172,3
2173,0
2174,6
2175,2
2176,3
2177,3
2178,2
2179,0
2180,4
2181,3
2182,6
2183,2
2184,0
2185,3
2186,2
2187,3
2188,4
2189,0
2190,4
2191,0
2192,4
2193,5
2194,5
2195,3
2196,2
2197,4
2198,2
2199,4
2200,3
2201,3
2202,3
2203,0
2204,2
2205,2
2206,3
2207,6
2208,2
2209,3
2210,4
2211,3
2212,2
2213,2
2214,3
2215,3
2216,3
2217,3
2218,3
2219,0
2220,0
2221,4
2222,3
2223,3
2224,0
2225,3
2226,2
2227,3
2228,0
2229,3
2230,0
2231,6
2232,6
2233,4
2234,6
2235,3
2236,0
2237,6
2238,4
2239,0
2240,0
2241,6
2242,1
2243,5
2244,5
2245,2
2246,5
2247,3
2248,5
2249,6
2250,0
2251,3
2252,2
2253,6
2254,3
2255,4
2256,4
2257,0
2258,2
2259,0
2260,2
2261,2
2262,1
2263,0
2264,0
2265,4
2266,2
2267,3
2268,2
2269,4
2270,0
2271,5
2272,4
2273,4
2274,2
2275,3
2276,4
2277,6
2278,0
2279,6
2280,4
2281,5
2282,3
2283,0
2284,6
2285,5
2286,6
2287,0
2288,6
2289,3
2290,2
2291,3
2292,6
2293,3
2294,6
2295,0
2296,3
2297,3
2298,3
2299,4
2300,1
2301,4
2302,4
2303,0
2304,0
2305,2
2306,3
2307,5
2308,2
2309,4
2310,4
2311,4
2312,3
2313,3
2314,0
2315,3
2316,5
2317,6
2318,3
2319,2
2320,3
2321,3
2322,2
2323,5
2324,4
2325,4
2326,0
2327,5
2328,3
2329,4
2330,4
2331,6
2332,5
2333,3
2334,0
2335,0
2336,3
2337,4
2338,3
2339,3
2340,3
2341,2
2342,4
2343,2
2344,6
2345,6
2346,6
2347,3
2348,3
2349,3
2350,5
2351,0
2352,4
2353,3
2354,2
2355,6
2356,5
2357,0
2358,3
2359,2
2360,2
2361,5
2362,2
2363,5
2364,2
2365,3
2366,6
2367,0
2368,2
2369,6
2370,3
2371,2
2372,4
2373,5
2374,3
2375,3
2376,3
2377,3
2378,3
2379,0
2380,4
2381,4
2382,3
2383,5
2384,1
2385,4
2386,3
2387,3
2388,0
2389,3
2390,2
2391,0
2392,3
2393,2
2394,3
2395,2
2396,3
2397,3
2398,3
2399,4
2400,6
2401,3
2402,3
2403,3
2404,3
2405,0
2406,0
2407,6
2408,4
2409,4
2410,5
2411,3
2412,0
2413,5
2414,3
2415,3
2416,5
2417,3
2418,3
2419,5
2420,4
2421,3
2422,6
2423,3
2424,5
2425,6
2426,0
2427,5
2428,2
2429,2
2430,3
2431,6
2432,0
2433,0
2434,6
2435,3
2436,4
2437,2
2438,3
2439,3
2440,3
2441,6
2442,3
2443,3
2444,6
2445,4
2446,6
2447,3
2448,0
2449,3
2450,3
2451,2
2452,2
2453,6
2454,2
2455,2
2456,0
2457,2
2458,5
2459,4
2460,6
2461,6
2462,0
2463,4
2464,3
2465,6
2466,0
2467,0
2468,0
2469,2
2470,4
2471,4
2472,4
2473,0
2474,6
2475,6
2476,5
2477,6
2478,2
2479,6
2480,2
2481,6
2482,2
2483,2
2484,2
2485,6
2486,4
2487,3
2488,0
2489,2
2490,3
2491,3
2492,3
2493,5
2494,3
2495,2
2496,0
2497,4
2498,3
2499,4
2500,3
2501,4
2502,4
2503,5
2504,6
2505,6
2506,3
2507,2
2508,4
2509,2
2510,2
2511,5
2512,5
2513,3
2514,6
2515,3
2516,5
2517,6
2518,3
2519,0
2520,5
2521,4
2522,3
2523,6
2524,6
2525,0
2526,3
2527,2
2528,0
2529,6
2530,2
2531,3
2532,2
2533,3
2534,4
2535,2
2536,2
2537,3
2538,3
2539,0
2540,4
2541,3
2542,3
2543,6
2544,5
2545,4
2546,2
2547,4
2548,4
2549,5
2550,0
2551,4
2552,0
2553,0
2554,6
2555,6
2556,4
2557,3
2558,6
2559,3
2560,3
2561,2
2562,6
2563,6
2564,3
2565,6
2566,6
2567,5
2568,3
2569,4
2570,0
2571,0
2572,0
2573,3
2574,5
2575,2
2576,0
2577,3
2578,3
2579,4
2580,0
2581,5
2582,6
2583,2
2584,2
2585,5
2586,0
2587,0
2588,5
2589,3
2590,6
2591,5
2592,4
2593,3
2594,4
2595,3
2596,2
2597,3
2598,0
2599,6
2600,0
2601,3
2602,6
2603,2
2604,0
2605,3
2606,3
2607,2
2608,0
2609,3
2610,2
2611,6
2612,6
2613,5
2614,0
2615,3
2616,4
2617,4
2618,1
2619,6
2620,3
2621,3
2622,4
2623,2
2624,6
2625,3
2626,3
2627,5
2628,3
2629,5
2630,2
2631,2
2632,2
2633,0
2634,0
2635,6
2636,0
2637,0
2638,6
2639,2
2640,3
2641,3
2642,4
2643,4
2644,0
2645,3
2646,2
2647,2
2648,6
2649,3
2650,5
2651,4
2652,2
2653,4
2654,2
2655,3
2656,6
2657,5
2658,0
2659,0
2660,0
2661,0
2662,6
2663,5
2664,0
2665,2
2666,2
2667,3
2668,6
2669,6
2670,2
2671,3
2672,2
2673,4
2674,2
2675,2
2676,4
2677,6
2678,3
2679,0
2680,4
2681,3
2682,3
2683,3
2684,3
2685,2
2686,6
2687,6
2688,0
2689,3
2690,0
2691,0
2692,3
2693,0
2694,3
2695,6
2696,3
2697,4
2698,3
2699,0
2700,4
2701,6
2702,4
2703,3
2704,2
2705,5
2706,1
2707,3
2708,3
2709,4
2710,0
2711,3
2712,3
2713,6
2714,6
2715,5
2716,5
2717,6
2718,3
2719,6
2720,6
2721,2
2722,1
2723,3
2724,4
2725,3
2726,3
2727,0
2728,3
2729,6
2730,3
2731,0
2732,4
2733,4
2734,3
2735,2
2736,3
2737,1
2738,2
2739,0
2740,5
2741,3
2742,5
2743,3
2744,3
2745,0
2746,2
2747,4
2748,3
2749,2
2750,6
2751,5
2752,4
2753,0
2754,2
2755,6
2756,3
2757,3
2758,4
2759,4
2760,2
2761,2
2762,3
2763,5
2764,4
2765,0
2766,3
2767,0
2768,3
2769,5
2770,2
2771,0
2772,3
2773,2
2774,6
2775,5
2776,5
2777,6
2778,6
2779,3
2780,3
2781,3
2782,3
2783,0
2784,0
2785,2
2786,0
2787,3
2788,0
2789,6
2790,6
2791,2
2792,5
2793,3
2794,0
2795,4
2796,0
2797,2
2798,3
2799,3
2800,3
2801,6
2802,3
2803,3
2804,3
2805,3
2806,5
2807,4
2808,3
2809,4
2810,2
2811,4
2812,3
2813,6
2814,4
2815,6
2816,2
2817,4
2818,2
2819,2
2820,4
2821,2
2822,3
2823,2
2824,3
2825,3
2826,6
2827,4
2828,4
2829,2
2830,4
2831,4
2832,6
2833,3
2834,5
2835,5
2836,6
2837,4
2838,2
2839,3
2840,5
2841,3
2842,2
2843,1
2844,0
2845,3
2846,3
2847,2
2848,3
2849,5
2850,4
2851,4
2852,2
2853,6
2854,4
2855,2
2856,2
2857,2
2858,2
2859,4
2860,2
2861,0
2862,6
2863,3
2864,4
2865,3
2866,6
2867,2
2868,3
2869,6
2870,0
2871,3
2872,2
2873,3
2874,3
2875,3
2876,3
2877,3
2878,3
2879,6
2880,4
2881,3
2882,3
2883,3
2884,0
2885,5
2886,2
2887,6
2888,5
2889,2
2890,4
2891,3
2892,2
2893,3
2894,4
2895,5
2896,0
2897,2
2898,3
2899,6
2900,3
2901,3
2902,0
2903,6
2904,3
2905,2
2906,4
2907,5
2908,6
2909,6
2910,0
2911,3
2912,5
2913,4
2914,4
2915,0
2916,3
2917,6
2918,4
2919,4
2920,3
2921,5
2922,2
2923,3
2924,3
2925,3
2926,3
2927,0
2928,6
2929,3
2930,2
2931,3
2932,5
2933,3
2934,2
2935,4
2936,4
2937,4
2938,0
2939,4
2940,4
2941,3
2942,4
2943,4
2944,3
2945,0
2946,0
2947,5
2948,2
2949,3
2950,3
2951,5
2952,6
2953,2
2954,2
2955,3
2956,3
2957,2
2958,6
2959,4
2960,3
2961,3
2962,2
2963,6
2964,3
2965,2
2966,4
2967,4
2968,4
2969,6
2970,3
2971,3
2972,4
2973,2
2974,3
2975,4
2976,6
2977,6
2978,6
2979,4
2980,6
2981,0
2982,6
2983,3
2984,5
2985,6
2986,6
2987,4
2988,0
2989,3
2990,0
2991,3
2992,5
2993,4
2994,3
2995,5
2996,3
2997,3
